Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
16,Hufflepuff,First16,Last16,2001-06-21,Left,18735.7906333981,-558.259644435037,7.382127092861801,6.734880622765882,-7.734290269311915,64.89940167188092,220.114010547456,7.573368420017559,1299.7790078413864,11.13065420333892,-1.8714175260168173,-271.8089104544447,-26.265520940235547
17,Gryffindor,First17,Last17,1999-04-18,Left,12632.038493357371,-162.64702364057064,-10.334638073449149,3.8935177878915184,-3.616455649962889,797.5202157286026,478.7425233067147,1.5797685892751865,1220.219191244515,6.016128099520092,-1.897913959515154,-223.34674208159493,38.808994547896134
18,Slytherin,First18,Last18,2003-08-11,Right,57196.47047165761,459.4573614514943,-2.22133747084216,-0.6749417714634358,5.00365910153101,343.30647975637294,1111.8545814845845,1.9133473047229543,1003.7831387048236,-8.413446580859688,-0.017863959011767072,-270.16930383866395,-119.52456676586674
19,Gryffindor,First19,Last19,1997-03-08,Left,60243.61655692354,251.09184009245018,-8.139557589324305,3.2528900637527265,5.278935508808843,348.5209042379279,576.017697015845,-8.491373264892118,1022.9633818280352,-7.048408124895955,1.5075473428478978,-299.24596364434467,-87.56671988312613
20,Hufflepuff,First20,Last20,2002-01-09,Left,27751.129027639025,-127.47934210652159,-0.5485546987560479,6.741444375175398,8.362521748591195,-676.1365189635185,777.4480096803995,-8.0327674205615,1173.0388307669093,-1.5004036578230373,1.5882418901408135,-250.74003159131715,-109.04767036726253
21,Hufflepuff,First21,Last21,1995-06-03,Right,46698.71497349493,-120.21632224854613,11.601356578735288,-13.69831303230253,3.551311767150274,-489.4051528790209,600.1219618415189,2.8675292065534954,805.2131819836246,-0.49553589074584004,-0.43534686440751935,-259.26003351016124,80.17072477037127
22,Slytherin,First22,Last22,2000-09-08,Right,22333.876783238346,-304.17394261912773,-10.76266502259404,-7.327012855455166,4.03591320569862,-469.98530337443185,878.0395058034826,-2.9750357881058687,1231.3777659129291,13.763552064481676,0.41043023849206905,-242.5558685793081,-124.38951054261005
23,Slytherin,First23,Last23,2002-07-21,Right,77892.51035043289,-408.5606414093391,-9.27849207610782,-3.0788948520388466,-0.43266405049399026,410.54179233213495,641.2769378049684,6.636735012519999,1202.8087694493845,-6.751664385231518,-0.5572583624851797,-210.5734369357698,68.74890376012596
24,Ravenclaw,First24,Last24,1999-03-11,Left,62262.401658747694,-302.1480375069741,0.18623310248888458,8.583289619614735,4.008783512803051,293.36737812247907,477.0502043971108,-3.867262609113082,1217.8768155946286,10.710028938032476,1.8932128730065623,-220.2468449087387,48.834236201884096
25,Gryffindor,First25,Last25,2001-08-13,Left,46838.276923501195,-670.5251846094211,3.078519354236228,8.317987319234966,-1.7985837530342668,610.6141676624334,479.1931623614914,2.41901851400614,971.4779221285934,4.758646275027084,0.16385703632187187,-205.3920985077426,127.71816843959556
26,Ravenclaw,First26,Last26,2004-08-29,Right,10725.786349622173,594.0059432930877,1.775685616898496,-14.182920009856927,-9.19862992522702,264.4370960710719,1113.89703120086,2.017182556597243,1145.1009168044563,9.705717962863172,1.7954715450557615,-282.0560473913936,-15.67375979745131
27,Slytherin,First27,Last27,2000-09-07,Right,73928.1244580486,-66.80147243085946,-8.591388674981246,13.831039089431588,-9.545096864290304,-218.09489965277965,1020.9959956451576,-0.23219167520549355,995.3409712394719,6.526942897725043,0.9756857857394499,-228.93653553279125,80.52552762753291
28,Ravenclaw,First28,Last28,2002-09-29,Right,58057.352579493156,341.2743402874073,14.15517406080064,-8.008064015320768,9.957366659519504,103.81930670092765,520.6252096249883,-5.337888910126698,860.2271079347705,10.913478199881183,1.1489023832654204,-237.94416356306402,111.45700826705831
29,Ravenclaw,First29,Last29,1998-06-27,Left,38237.58105113051,-466.8148461335139,-7.05697036191406,-12.354053156086714,-7.014512430113076,965.9574116739036,570.2853183831749,3.8074620780941046,850.9013159224615,10.02814900184288,-1.8829822366378872,-251.9490259918611,192.55547252221425
30,Hufflepuff,First30,Last30,1997-04-14,Right,50057.994956254544,738.7295372637284,-4.673209467395893,-12.622503751702704,-5.874795686751946,194.0028696267509,359.10427587579,4.135358706167176,1283.7275432565398,3.9922569043650693,-0.26836752122042506,-201.08238674304408,176.98801335159675
31,Gryffindor,First31,Last31,2002-09-09,Left,26080.526494935584,338.3610444609094,-8.687055204755875,-8.177530951613011,-6.857005898771835,878.4238738632321,1085.9443005213984,1.4061569441710358,965.0316241020079,5.148451850720779,0.33208738641968116,-287.8632590465651,-16.3511777699961
32,Gryffindor,First32,Last32,1999-07-23,Right,21345.519814806772,119.05085721108594,-14.126745311141883,4.7165917847996575,-1.051874405933832,-475.4846419310421,466.3519888167303,-8.354095800002897,1288.9080960471401,9.030477791403388,-1.0346293203453891,-296.04397766597174,8.266169767596892
33,Slytherin,First33,Last33,2002-03-25,Right,51360.41029043969,-260.94922177739693,5.218420762236782,3.6966856744588057,4.594031946553358,313.3656093996947,465.8805211597686,-2.165801794050717,1133.565467887828,-4.937671316300046,1.2834380445249334,-244.00983340733657,189.4190635457348
34,Gryffindor,First34,Last34,1997-11-08,Right,65015.57855595874,487.2077843767372,-13.098006008460338,1.0403475555531791,-9.374895411603992,383.84774718733,924.800815163924,3.325383479709952,956.8067391527443,0.8479341199197297,-1.8866300403372205,-212.11882870107596,156.79498352748334
35,Gryffindor,First35,Last35,2000-10-07,Left,25877.7756111133,579.1975542043624,-13.030222910211293,4.520734804544308,-6.292892079979515,-672.3424791005802,348.0556881733013,3.420847224882964,1011.9366593978822,-0.16822855719027707,1.6866119107790989,-210.93246746957777,4.148171067707381
36,Gryffindor,First36,Last36,2001-05-12,Left,35304.797364558995,-24.834383916705747,0.2350048264009832,3.204798915873962,1.2019859581975556,132.38003867281986,905.2880104865579,0.009586821768115428,1022.0196230884575,-7.40992986333862,1.5770439539712582,-229.03086049782118,199.2205635028535
37,Hufflepuff,First37,Last37,2002-05-15,Right,37903.80510588518,181.58244319463734,4.797975674457383,-8.925112830912862,-0.9355395843304777,859.7400101951343,1077.2380618117963,7.611492121752484,1088.3012276784016,-4.911453194864803,-1.415809407306082,-271.0384726595442,196.00782867123496
38,Slytherin,First38,Last38,1998-10-22,Left,27703.373128425163,-696.6886084957395,3.823998511722433,9.846105216886379,-8.195570983296438,30.65393538399212,1086.5948546704244,3.7590625693735937,1114.6706138224536,-7.056495303504722,-0.6488117579762376,-200.2384746029519,123.94907710324549
39,Hufflepuff,First39,Last39,1997-12-03,Left,11590.541090812567,187.91997129712092,8.212267977654328,6.86644983159977,-7.589931928463523,-433.3735341972023,301.67708495360284,7.691864773248504,1015.2696149140638,-4.046309866158073,-1.1540249669345313,-276.977107088009,135.4287012124139
40,Hufflepuff,First40,Last40,1996-04-01,Left,59260.734345441204,734.9798376130336,6.207536303649277,9.221642454715408,-9.441843375935981,-986.9546930708804,651.1226645853216,4.059771079392709,1218.5892719669876,5.8022352593936155,-0.8823936535059924,-287.76359640532826,-145.56364507224419
41,Gryffindor,First41,Last41,1997-11-24,Left,62638.43309149099,69.9037209919943,-8.164415725747803,-3.6503062033524607,6.379171070828114,-647.3264745628715,498.9795412027809,-8.492202449057697,949.9289535135509,7.641566620888259,0.5861744355462966,-211.6645277787389,-133.91261037996554
42,Hufflepuff,First42,Last42,1998-02-10,Right,14510.630285490048,-683.230340861234,10.232931470403464,-2.6917810696035325,4.37762034858749,527.2217691276549,987.6716607071222,6.863968087940037,827.4813785628132,9.76918814423594,0.7472645260305111,-277.35582849992886,84.71087585382574
43,Hufflepuff,First43,Last43,1996-05-26,Left,62853.525708666755,580.3120559960421,-7.1728849535855606,-2.522554355644118,9.183264423830273,-488.4070113311132,441.15838361254504,-0.38606332717251135,860.3180726671476,4.7513696019879745,-1.343640889675652,-225.1247972954652,194.3149653611307
44,Ravenclaw,First44,Last44,2005-09-09,Left,66402.18252619928,794.4332713384536,9.057586107670286,3.3572271950227517,1.3596094599660287,809.4725944641991,444.00178324331944,5.53600237666412,1101.572049019242,14.6146609002169,1.053770654578004,-214.521655680247,32.1405124034701
45,Gryffindor,First45,Last45,1997-02-27,Left,58411.154748255976,779.9451649797961,2.5150347459118727,-7.621345985963506,-2.6143256171488076,-98.21218883853658,781.819756001458,4.579785609061233,935.4395370467639,5.603128770265764,-0.3107312204639441,-270.00120205723783,207.5789837272216
46,Gryffindor,First46,Last46,2003-12-21,Left,34537.52732041597,-180.24743001884906,-11.249802953536085,-3.312851087778048,4.338187490776846,-251.5475365879414,630.7921378338181,-6.284349939355569,822.7963621562358,7.145518054019636,-1.9509326225921542,-229.41385442661002,127.31430532634175
47,Hufflepuff,First47,Last47,1995-05-30,Left,68311.72135229723,617.136021563316,9.265224902011727,4.050676843830011,9.5062517036332,695.771415443784,352.76555298747996,-7.352241073945402,1108.0748045233695,13.629956924692912,-0.597113190006695,-287.20277647533044,-94.08054617440484
48,Gryffindor,First48,Last48,1996-10-07,Right,69560.90943546835,104.80598762740772,2.167095976016398,0.7969789553691644,5.374372422815622,929.2302438040247,229.62207554500662,4.8327633057146215,881.9283814187803,-9.443529477604375,0.6110290778554246,-237.22433861440058,-8.454947700496092
49,Gryffindor,First49,Last49,1997-06-26,Left,28792.802971113,-464.26995313762785,-2.042988937533801,-11.022911894801075,3.303909175733784,160.69097277538935,748.5180066106551,-7.451992143648203,1156.7361733099724,2.649260278375909,-1.9570561986554074,-280.42281795672557,-12.189239852990852
50,Ravenclaw,First50,Last50,1997-08-15,Right,76340.79129828572,424.691657190524,-5.2364336220181915,14.51338042068451,-4.9294667472318405,263.52465068640913,455.3443383091849,8.85664358551207,1002.7615405560199,2.71509327590819,-1.3267196939260715,-253.08403386110191,124.93524845982978
51,Ravenclaw,First51,Last51,1998-11-19,Left,39518.60309341496,-9.532726157031107,9.901666414776493,-11.609909348613266,-6.975248364646928,-28.703001082908827,405.1946146365435,3.7824600108516755,1136.8275167357663,-0.5834189053794336,0.7068494024583591,-227.47552877585457,115.79296048860311
52,Hufflepuff,First52,Last52,1996-02-12,Left,67492.284331356,-277.82735819395987,-4.926917689911702,-10.437274426899561,3.4916484821565756,829.2436250248384,630.8266150376846,7.360069478894797,882.5092685335188,0.4330066276989406,-1.600356581018036,-267.83095499629167,-94.99984457805431
53,Slytherin,First53,Last53,2002-04-26,Left,44348.92051729261,-152.85905819818936,-2.6243668168275,12.777628298002824,-8.175115468447306,-675.7100205074343,539.0700414867947,9.534317507968158,1098.2110056975062,-3.4900605389881347,0.016694181435918498,-283.98149054152987,-40.45397349283574
54,Gryffindor,First54,Last54,2001-07-29,Right,55886.291474152385,-452.4101983297721,-11.692776617139984,12.448583353545203,-5.1515706810348565,563.2356949100279,324.7389458683447,-1.0795624003585402,959.8158420409338,6.311275568263799,0.5070082325681753,-273.4408580855349,150.18519389744978
55,Hufflepuff,First55,Last55,1996-01-24,Left,54533.73120958692,338.06008086669726,-5.9794754171161255,2.8436852469359692,-0.20879226076178803,704.9118080406099,1038.70939688544,2.596000988224503,996.9837098525684,1.056086081840915,0.21102115196595772,-265.89028404645967,-119.05689829718295
56,Slytherin,First56,Last56,1995-12-19,Left,65448.851963150075,421.0571193030414,-0.5262345573822991,-12.561788555008576,4.478114214982549,-629.5947199108853,465.56250226617294,-7.617718079716871,986.2342703863957,9.329247492095096,1.371937181751771,-284.3317466130925,197.98300367113512
57,Slytherin,First57,Last57,2000-04-15,Left,55178.85008962431,-542.5701625314962,-1.8250891212330522,8.454128500167933,4.441556847354352,-867.2009312659366,722.4515937409979,7.945838897928567,899.1166467971589,12.675587438120495,-0.9056746466477001,-237.28355762378644,140.48804560041498
58,Gryffindor,First58,Last58,1998-02-10,Left,53202.60361652733,76.55892152653985,11.433042210573625,9.867364558469717,7.517509763339074,674.1976167113949,611.1656245928659,7.794476669595944,1144.3728440215555,1.9248615286622446,1.5770929656505617,-273.1177583497528,112.28981829705072
59,Gryffindor,First59,Last59,2000-02-06,Right,38165.03438342591,-773.0194217528204,11.347779326229414,-2.3592224575199356,9.610216438771289,-354.67247832007877,440.8193191294183,-6.576515691767293,1254.6371227020804,-0.43086607577283687,0.6868998545410592,-208.4826828337969,208.60419191457999
60,Hufflepuff,First60,Last60,2002-03-06,Left,43229.98620769755,112.16232062331471,-2.265760193057007,7.931799730201401,-8.115928736857539,-576.064184898168,353.3991108554933,1.7732329870678338,1175.2871446742506,-0.10426772348076874,-0.6540297501158943,-212.20180110615252,98.91615396373021
61,Ravenclaw,First61,Last61,2003-08-09,Right,21322.905931312736,585.2580454744007,-10.397461691025242,4.930049507213024,-9.406775748595388,-363.41325559729114,1079.1282417793657,-3.599653751989873,1120.6625046624617,8.799600614004138,0.47968296672166844,-218.35802195366614,5.588095040063251
62,Ravenclaw,First62,Last62,2003-01-02,Right,29444.803694304985,-583.9495351765231,0.08240604401700047,-5.1217045782396475,-6.802457559005717,-855.162805792963,1013.9228996424844,-0.6728439269874187,1258.1062674737682,12.744975138442815,0.26004809336739587,-289.33802000375283,11.47743413503872
63,Slytherin,First63,Last63,2001-09-15,Right,75731.23564471866,307.5040698238197,0.11245098638195294,-12.78299175985529,8.43356214035746,240.32585026800052,380.97892674028196,6.392799102544583,864.9191928580874,12.107636345885787,-1.5583572935262375,-255.19821954312488,-143.3111852782761
64,Gryffindor,First64,Last64,2000-05-10,Right,24588.284166748934,382.1175923872304,0.09343661163212147,-5.14871293940973,8.418162005455564,-999.6400062444111,615.4807303678743,-4.563032220520125,1137.769151100068,12.836542766989542,-0.5194491493883993,-235.60904709621167,28.39610727281797
65,Ravenclaw,First65,Last65,1999-02-25,Left,60236.81870737884,-164.99323151371414,6.49050947878105,-6.377273817367588,3.725400249762714,232.49520406115266,714.7120126180108,-9.06810982523245,1272.0680513848197,-0.5834786909091587,0.5996485552242734,-204.38641845701528,31.45764207025067
66,Slytherin,First66,Last66,2000-08-17,Left,69851.67477015378,233.7033608488439,-9.459395468646788,9.845640596935024,-5.2946309213994125,365.21256220968735,463.6525800845153,-2.8620310995233256,892.9459375217673,1.4535490126870894,1.496802641237129,-265.27206834283567,-112.0438458983943
67,Gryffindor,First67,Last67,2004-06-24,Right,39432.346833112664,691.9932806785664,10.480722483876853,-10.697406888711841,-6.97093005826531,-937.2208940986246,285.4130410093015,-9.69277637669392,1252.962144219199,4.053386887681233,1.5024531071510312,-292.9848369402332,-21.962449324469503
68,Ravenclaw,First68,Last68,2005-03-05,Left,58308.111112309205,-526.7888242523355,-14.614014943378077,6.676327376693564,-9.052370754438074,531.0031522828451,501.81936529225726,-8.148546085366036,1063.2563964664798,10.223604260197465,1.7816802385694555,-205.33881921457834,-115.48421714189705
69,Ravenclaw,First69,Last69,2005-07-03,Left,74775.91566321676,-8.255789843237494,-7.413615829486412,12.293668259479468,8.181807495986643,779.8080447802772,975.8061925604311,9.88717875782762,1128.5714427959874,8.248793805383169,-0.3451905976626022,-253.0772735115512,156.03643277915467
70,Gryffindor,First70,Last70,2003-01-08,Right,45935.334705024776,31.406251363556066,-5.043763166463762,7.856973336415347,0.4907322698434555,381.5405253186191,848.4702863055946,-5.699689839710391,1081.945341111509,11.426340678529403,1.173242936565095,-274.55288565418067,193.73279511778128
71,Slytherin,First71,Last71,1999-09-06,Left,13325.508132012948,-152.3182453446101,1.4241811795660375,-7.962251363646576,-6.115163530156014,730.9441253747814,1008.1009733154766,2.104938682139556,933.5005836707065,-7.851649285186115,-0.8760484137130398,-239.99973042891136,32.04476645940227
72,Slytherin,First72,Last72,1998-11-08,Right,49261.371303983935,578.73837174335,-6.3360422200725335,10.670350006699955,-6.809356949822954,-284.798189120478,455.7585468516344,-7.303915679307087,1291.2476868443266,-3.6009505878888204,-0.4713259783634749,-264.9968766956033,94.62678831734203
73,Hufflepuff,First73,Last73,1998-04-03,Left,67404.21305424173,29.27715565585254,-3.831629937334796,14.269011535759205,1.4595489309371352,-434.4447489515768,908.4686425208599,-3.274644978883381,849.399240371499,-8.335421910708218,-1.1443978408456768,-238.89030714679117,146.34691067139403
74,Hufflepuff,First74,Last74,2003-08-13,Left,49572.41793300525,-667.9354879946193,7.305477724107909,-3.393992462509317,2.942182592587038,730.2553017290975,311.0560257619255,9.890411932139045,1098.7355704673193,5.724380326130216,-0.9553622634200756,-263.59437160525215,-113.5437739602871
75,Hufflepuff,First75,Last75,2004-07-09,Right,79389.67146437541,341.73232714957794,-12.618576650016028,-10.051304304432787,-6.694746848804655,-622.0085581224937,907.5437884362303,8.33548853658289,1128.9246823559502,-3.265265877335363,-0.4066208245472698,-294.84803005121995,7.725759620212813
76,Gryffindor,First76,Last76,2002-05-05,Right,75267.02223710329,640.3357765690555,7.593453583222395,9.409726206203516,-4.278838909994751,-86.88989252866213,243.13254386994038,7.305502874680258,1122.2147780661348,14.843749461227933,-1.6314773850573951,-296.49813465716676,234.59942394281978
77,Gryffindor,First77,Last77,2001-07-16,Right,79413.35044789966,-290.1284152836025,10.636650628049757,-2.2355301153491887,9.982558604479085,-786.1569455114326,807.3473208433932,6.86618929634195,1292.6452678818623,2.1859412169600283,0.15810578738003622,-256.3143515362277,133.5998994304157
78,Ravenclaw,First78,Last78,2000-04-12,Right,56050.87622146721,-668.803152743613,1.8266606724350858,-7.761881160570537,-1.156202235065983,-708.2676515462181,336.2974053870539,-7.071493752031097,1100.7571411341744,2.0571256437060956,-1.8507677438380816,-228.10121972778688,136.04906782887537
79,Gryffindor,First79,Last79,2000-04-23,Right,51342.381577935135,-68.07098777950853,5.159955198186786,7.932910478962043,-2.126848126328589,551.3598430329864,414.4565584911503,-1.6080522282447074,973.3840275704205,2.228809688396435,1.9977247068109945,-245.6622071669347,-108.62384922351724
80,Gryffindor,First80,Last80,2003-07-16,Left,45268.57842871849,543.4208731948909,12.775958439600696,-11.997309461476235,-1.5105555670923145,65.13904381774341,314.0131021447377,-7.840670779672805,1050.6835971918076,1.8557335710033485,0.5698110943560843,-224.65733962261496,16.061853567370264
81,Slytherin,First81,Last81,1999-10-28,Left,73699.15164307883,529.0931511409972,0.9815440550640222,0.49728080362628724,-0.6285545034721736,641.4375278336511,354.0419901852979,2.496263437353454,961.0413513995784,6.207971006850713,-1.6141106926132385,-228.50687919226868,-43.50389767079466
82,Hufflepuff,First82,Last82,1997-04-26,Left,70448.03404086202,136.79716010845982,-7.605920076772,-4.634410810447795,-3.3074447913937384,-650.2469709366594,842.2917271728928,0.6377962283978871,913.0281271301808,-9.937811340396172,-0.11984295087024277,-210.79105784870768,85.04684309205595
83,Gryffindor,First83,Last83,1999-10-25,Right,75229.53688084557,158.13933207977777,-10.151897381790437,-12.828586965006092,-5.373972092418313,-679.5697220389316,537.7574335855054,-5.506962914035762,1120.095511213877,12.266940318297141,1.791249765544321,-215.47068026982754,172.02795812773473
84,Hufflepuff,First84,Last84,1995-10-02,Right,60996.7015175286,-425.6429766888605,4.8536791756553015,-8.980982824967594,9.528650063928357,945.2338324305554,304.6552293745814,-0.6087634200981462,1253.4491283676655,-5.69460160586421,-1.4194755937863408,-256.08787445877834,-9.84702494881725
85,Ravenclaw,First85,Last85,1995-03-14,Right,10934.094981902095,-641.3229155374735,6.343816209533756,1.5795568788139605,6.089586359974344,114.97331419116813,792.8239114417222,-6.312975447980882,1064.4047901550716,-0.5008597432198663,1.0606855971239169,-208.0668119740737,145.46902953653318
86,Gryffindor,First86,Last86,2000-04-03,Left,18738.86439292586,-784.2892422141974,2.6143571402707053,2.3194131844023964,4.42583692050631,-402.52802112304425,891.2360526944589,-0.7740313017122187,948.6579413184211,-6.6164594809821,-0.10790260911350646,-237.83104911496497,-29.29274118420784
87,Slytherin,First87,Last87,2001-09-01,Left,16926.45708464224,-259.0396677108313,-12.334123952868817,-12.201448328696422,7.860269715426181,-720.6379008435699,1150.7767261454003,-6.9307662873775655,1244.2381532922,3.781401953897616,1.001621393868232,-297.77261648127273,185.50256233228595
88,Hufflepuff,First88,Last88,2002-01-29,Left,64587.044805961224,-765.9091506180825,14.5695625057241,-13.673726240005323,-8.834018300624955,354.4954652416029,423.4451054270269,1.8602176324007154,1228.1894297077408,-1.847832220841191,-0.8673278458262184,-289.59428142887356,-124.51817450990839
89,Hufflepuff,First89,Last89,1995-11-21,Left,71882.07441593849,385.86104244823673,-14.947481437914684,-6.991449294985182,2.690847472403595,-691.525044979437,211.8926417668953,5.154926454092914,954.5343005857934,-7.82334693712699,-1.9617768870500782,-223.4071385182903,-4.5477775263078115
90,Hufflepuff,First90,Last90,2005-03-29,Left,15776.719893200258,-448.1375081561929,9.245040586840542,-10.303879070632895,1.8304108661803156,626.5941933524009,1023.7211074011531,-3.2870281160514754,1187.934669989016,11.401705492326581,1.0349013707979333,-237.3710414539194,220.60354338024524
91,Gryffindor,First91,Last91,2004-07-06,Left,61452.235177490664,546.5438137969095,7.961740083486415,12.500424850187525,2.51093347306856,628.6765447131968,1018.5643191309762,-8.82300962912084,1143.8756609302086,10.942603599703826,0.9204685994287898,-284.8506987149636,-9.328903346201713
92,Hufflepuff,First92,Last92,2005-05-18,Left,32738.948513093066,-243.88397954308653,-0.29781430453226143,-7.589587893831393,-6.896136237874688,427.3764122680652,1037.3006135917847,-9.923155943165064,1169.6604044907438,-2.7509471987021943,0.9903875682670797,-250.31046265302638,-107.01918465179361
93,Ravenclaw,First93,Last93,2004-03-19,Left,34382.32365872811,621.4217015573593,6.060425450146585,5.589890134748433,3.177392844243567,-55.80927908254557,486.6625909612329,6.0474653112323224,1210.6915258477416,0.9587150062062246,0.7167913114864475,-243.31126291452432,163.49327740021982
94,Hufflepuff,First94,Last94,2002-04-21,Left,15496.596357682132,-368.42998511402027,-3.645654606337864,-3.972324854198826,-8.510845559251756,-969.8522853527993,283.9028136220905,-2.4243961734534647,808.8673365602148,4.135813604459024,0.636176660709761,-276.0107276890871,-105.5915660433906
95,Ravenclaw,First95,Last95,2001-11-16,Right,67251.61153186008,-441.0896041126575,7.550454106681347,14.32206212127224,-3.811884050115724,-18.31108673677261,275.3385170986788,1.1876242676917599,1248.9163089416252,-8.941576275011675,0.6717644008200971,-260.4771140606875,-90.30684151500496
96,Slytherin,First96,Last96,1999-12-04,Left,71953.79906764679,-526.2856667052343,-2.068071460566557,2.894599201634989,-2.9244652695269835,-932.1759921100871,511.0794787560653,1.950785815398099,828.3616848781855,8.318970283223894,0.16712236740335662,-295.0002548484909,201.94760788105043
97,Ravenclaw,First97,Last97,1997-12-30,Right,11638.166626656817,-501.185211868003,7.145968140581456,3.2335339923097415,1.7598351829146708,129.9068922628369,437.71303090740724,2.3515499009137635,1143.2892464999763,-8.18423747707801,-0.3498388909284209,-251.50367623513867,238.9257455210314
98,Slytherin,First98,Last98,2002-05-07,Left,61418.17333468278,-153.90733766702147,8.609992747151821,-9.425502648612667,-1.3677491125762735,742.386124105722,294.12264726388605,-9.438825036259873,958.7976278836187,-3.6471147560029946,-1.8974155187142907,-285.4413675606254,189.78232512604603
